id,area,grow,meta_found
263706_20210901_2_2_b8_3_2_12_1_317,3,12,1
263719_20210901_2_2_b8_3_2_12_1_330,3,12,1
263723_20210901_2_2_b8_3_2_12_1_334,3,12,1
265070_20210902_2_2_b7_3_2_12_1_3,3,12,1
265072_20210902_2_2_b7_3_2_12_1_5,3,12,1
265074_20210902_2_2_b7_3_2_12_1_7,3,12,1
265077_20210902_2_2_b7_3_2_12_1_10,3,12,1
265078_20210902_2_2_b7_3_2_12_1_11,3,12,1
265087_20210902_2_2_b7_3_2_12_1_20,3,12,1
265088_20210902_2_2_b7_3_2_12_1_21,3,12,1
265093_20210902_2_2_b7_3_2_12_1_26,3,12,1
265101_20210902_2_2_b7_3_2_12_1_34,3,12,1
265105_20210902_2_2_b7_3_2_12_1_38,3,12,1
265112_20210902_2_2_b7_3_2_12_1_45,3,12,1
265113_20210902_2_2_b7_3_2_12_1_46,3,12,1
265114_20210902_2_2_b7_3_2_12_1_47,3,12,1
265115_20210902_2_2_b7_3_2_12_1_48,3,12,1
265117_20210902_2_2_b7_3_2_12_1_50,3,12,1
265121_20210902_2_2_b7_3_2_12_1_54,3,12,1
265123_20210902_2_2_b7_3_2_12_1_56,3,12,1
265130_20210902_2_2_b7_3_2_12_1_63,3,12,1
265132_20210902_2_2_b7_3_2_12_1_65,3,12,1
265133_20210902_2_2_b7_3_2_12_1_66,3,12,1
265137_20210902_2_2_b7_3_2_12_1_70,3,12,1
265139_20210902_2_2_b7_3_2_12_1_72,3,12,1
265140_20210902_2_2_b7_3_2_12_1_73,3,12,1
265147_20210902_2_2_b7_3_2_12_1_80,3,12,1
265148_20210902_2_2_b7_3_2_12_1_81,3,12,1
265151_20210902_2_2_b7_3_2_12_1_84,3,12,1
266412_20210902_2_2_b7_3_2_12_1_105,3,12,1
266419_20210902_2_2_b7_3_2_12_1_112,3,12,1
266467_20210902_2_2_b7_3_2_12_1_160,3,12,1
266496_20210902_2_2_b7_3_2_12_1_189,3,12,1
266497_20210902_2_2_b7_3_2_12_1_190,3,12,1
266498_20210902_2_2_b7_3_2_12_1_191,3,12,1
266499_20210902_2_2_b7_3_2_12_1_192,3,12,1
266812_20210902_2_1_a6_3_2_12_1_1,3,12,1
266813_20210902_2_1_a6_3_2_12_1_2,3,12,1
266818_20210902_2_1_a6_3_2_12_1_0,3,12,1
266820_20210902_2_1_a6_3_2_12_1_2,3,12,1
266823_20210902_2_1_a6_3_2_12_1_5,3,12,1
266825_20210902_2_1_a6_3_2_12_1_7,3,12,1
266826_20210902_2_1_a6_3_2_12_1_8,3,12,1
266831_20210902_2_1_a6_3_2_12_1_4,3,12,1
266840_20210902_2_1_a6_3_2_12_1_4,3,12,1
266841_20210902_2_1_a6_3_2_12_1_5,3,12,1
266857_20210902_2_1_a6_3_2_12_1_8,3,12,1
266859_20210902_2_1_a6_3_2_12_1_0,3,12,1
266862_20210902_2_1_a6_3_2_12_1_3,3,12,1
266863_20210902_2_1_a6_3_2_12_1_4,3,12,1
266867_20210902_2_1_a6_3_2_12_1_3,3,12,1
266871_20210902_2_1_a6_3_2_12_1_7,3,12,1
266873_20210902_2_1_a6_3_2_13_2_1,3,13,1
266874_20210902_2_1_a6_3_2_13_2_2,3,13,1
266875_20210902_2_1_a6_3_2_13_2_3,3,13,1
266880_20210902_2_1_a6_3_2_13_2_8,3,13,1
266881_20210902_2_1_a6_3_2_13_2_9,3,13,1
266886_20210902_2_1_a6_3_2_13_1_3,3,13,1
266890_20210902_2_1_a6_3_2_13_1_6,3,13,1
271104_20210902_2_2_b8_3_2_12_1_3,3,12,1
271107_20210902_2_2_b8_3_2_12_1_6,3,12,1
271109_20210902_2_2_b8_3_2_12_1_8,3,12,1
271111_20210902_2_2_b8_3_2_12_1_10,3,12,1
271112_20210902_2_2_b8_3_2_12_1_11,3,12,1
271121_20210902_2_2_b8_3_2_12_1_20,3,12,1
271122_20210902_2_2_b8_3_2_12_1_21,3,12,1
271125_20210902_2_2_b8_3_2_12_1_24,3,12,1
271126_20210902_2_2_b8_3_2_12_1_25,3,12,1
271127_20210902_2_2_b8_3_2_12_1_26,3,12,1
271131_20210902_2_2_b8_3_2_12_1_30,3,12,1
271132_20210902_2_2_b8_3_2_12_1_31,3,12,1
271136_20210902_2_2_b8_3_2_12_1_35,3,12,1
271137_20210902_2_2_b8_3_2_12_1_36,3,12,1
271152_20210902_2_2_b8_3_2_12_1_51,3,12,1
271157_20210902_2_2_b8_3_2_12_1_56,3,12,1
271160_20210902_2_2_b8_3_2_12_1_59,3,12,1
271163_20210902_2_2_b8_3_2_12_1_62,3,12,1
271168_20210902_2_2_b8_3_2_12_1_67,3,12,1
271174_20210902_2_2_b8_3_2_12_1_73,3,12,1
271181_20210902_2_2_b8_3_2_12_1_80,3,12,1
271183_20210902_2_2_b8_3_2_12_1_82,3,12,1
271184_20210902_2_2_b8_3_2_12_1_83,3,12,1
271190_20210902_2_2_b8_3_2_12_1_89,3,12,1
271194_20210902_2_2_b8_3_2_12_1_93,3,12,1
271198_20210902_2_2_b8_3_2_12_1_97,3,12,1
271200_20210902_2_2_b8_3_2_12_1_99,3,12,1
271202_20210902_2_2_b8_3_2_12_1_101,3,12,1
271204_20210902_2_2_b8_3_2_12_1_103,3,12,1
271205_20210902_2_2_b8_3_2_12_1_104,3,12,1
271206_20210902_2_2_b8_3_2_12_1_105,3,12,1
271208_20210902_2_2_b8_3_2_12_1_107,3,12,1
271211_20210902_2_2_b8_3_2_12_1_110,3,12,1
271213_20210902_2_2_b8_3_2_12_1_112,3,12,1
271217_20210902_2_2_b8_3_2_12_1_116,3,12,1
271219_20210902_2_2_b8_3_2_12_1_118,3,12,1
271222_20210902_2_2_b8_3_2_12_1_121,3,12,1
271223_20210902_2_2_b8_3_2_12_1_122,3,12,1
271224_20210902_2_2_b8_3_2_12_1_123,3,12,1
271226_20210902_2_2_b8_3_2_12_1_125,3,12,1
271228_20210902_2_2_b8_3_2_12_1_127,3,12,1
271231_20210902_2_2_b8_3_2_12_1_130,3,12,1
271236_20210902_2_2_b8_3_2_12_1_135,3,12,1
271237_20210902_2_2_b8_3_2_12_1_136,3,12,1
271238_20210902_2_2_b8_3_2_12_1_137,3,12,1
271239_20210902_2_2_b8_3_2_12_1_138,3,12,1
271241_20210902_2_2_b8_3_2_12_1_140,3,12,1
271248_20210902_2_2_b8_3_2_12_1_147,3,12,1
271253_20210902_2_2_b8_3_2_12_1_152,3,12,1
271259_20210902_2_2_b8_3_2_12_1_158,3,12,1
271260_20210902_2_2_b8_3_2_12_1_159,3,12,1
271261_20210902_2_2_b8_3_2_12_1_160,3,12,1
271266_20210902_2_2_b8_3_2_12_1_165,3,12,1
271268_20210902_2_2_b8_3_2_12_1_167,3,12,1
271271_20210902_2_2_b8_3_2_12_1_170,3,12,1
271273_20210902_2_2_b8_3_2_12_1_172,3,12,1
271277_20210902_2_2_b8_3_2_12_1_176,3,12,1
271280_20210902_2_2_b8_3_2_12_1_179,3,12,1
271283_20210902_2_2_b8_3_2_12_1_182,3,12,1
271293_20210902_2_2_b8_3_2_12_1_192,3,12,1
274095_20210903_2_1_a6_3_2_13_1_0,3,13,1
274101_20210903_2_1_a6_3_2_13_1_6,3,13,1
274102_20210903_2_1_a6_3_2_13_1_7,3,13,1
274798_20210903_2_1_a6_3_2_13_2_8,3,13,1
274799_20210903_2_1_a6_3_2_13_2_9,3,13,1
279061_20210903_2_2_b8_3_2_12_1_0,3,12,1
279065_20210903_2_2_b8_3_2_12_1_4,3,12,1
279066_20210903_2_2_b8_3_2_12_1_5,3,12,1
279071_20210903_2_2_b8_3_2_12_1_10,3,12,1
279072_20210903_2_2_b8_3_2_12_1_11,3,12,1
279079_20210903_2_2_b8_3_2_12_1_18,3,12,1
279084_20210903_2_2_b8_3_2_12_1_23,3,12,1
279085_20210903_2_2_b8_3_2_12_1_24,3,12,1
279090_20210903_2_2_b8_3_2_12_1_29,3,12,1
279092_20210903_2_2_b8_3_2_12_1_31,3,12,1
279100_20210903_2_2_b8_3_2_12_1_39,3,12,1
279107_20210903_2_2_b8_3_2_12_1_46,3,12,1
279117_20210903_2_2_b8_3_2_12_1_56,3,12,1
279118_20210903_2_2_b8_3_2_12_1_57,3,12,1
279120_20210903_2_2_b8_3_2_12_1_59,3,12,1
279122_20210903_2_2_b8_3_2_12_1_61,3,12,1
279124_20210903_2_2_b8_3_2_12_1_63,3,12,1
279125_20210903_2_2_b8_3_2_12_1_64,3,12,1
279128_20210903_2_2_b8_3_2_12_1_67,3,12,1
279133_20210903_2_2_b8_3_2_12_1_72,3,12,1
279136_20210903_2_2_b8_3_2_12_1_75,3,12,1
279143_20210903_2_2_b8_3_2_12_1_82,3,12,1
279146_20210903_2_2_b8_3_2_12_1_85,3,12,1
279150_20210903_2_2_b8_3_2_12_1_89,3,12,1
279151_20210903_2_2_b8_3_2_12_1_90,3,12,1
279156_20210903_2_2_b8_3_2_12_1_95,3,12,1
279159_20210903_2_2_b8_3_2_12_1_98,3,12,1
279489_20210903_2_2_b8_3_2_12_1_100,3,12,1
279490_20210903_2_2_b8_3_2_12_1_101,3,12,1
279496_20210903_2_2_b8_3_2_12_1_107,3,12,1
279497_20210903_2_2_b8_3_2_12_1_108,3,12,1
279499_20210903_2_2_b8_3_2_12_1_110,3,12,1
279502_20210903_2_2_b8_3_2_12_1_113,3,12,1
279504_20210903_2_2_b8_3_2_12_1_115,3,12,1
298485_20210910_2_2_b6_3_2_12_1_3,3,12,1
298486_20210910_2_2_b6_3_2_12_1_4,3,12,1
298491_20210910_2_2_b6_3_2_12_1_9,3,12,1
298493_20210910_2_2_b6_3_2_12_1_11,3,12,1
298495_20210910_2_2_b6_3_2_12_1_13,3,12,1
298497_20210910_2_2_b6_3_2_12_1_15,3,12,1
298499_20210910_2_2_b6_3_2_12_1_17,3,12,1
298509_20210910_2_2_b6_3_2_12_1_27,3,12,1
298512_20210910_2_2_b6_3_2_12_1_30,3,12,1
298514_20210910_2_2_b6_3_2_12_1_32,3,12,1
298522_20210910_2_2_b6_3_2_12_1_40,3,12,1
298524_20210910_2_2_b6_3_2_12_1_42,3,12,1
298525_20210910_2_2_b6_3_2_12_1_43,3,12,1
298526_20210910_2_2_b6_3_2_12_1_44,3,12,1
298527_20210910_2_2_b6_3_2_12_1_45,3,12,1
298529_20210910_2_2_b6_3_2_12_1_47,3,12,1
298530_20210910_2_2_b6_3_2_12_1_48,3,12,1
298536_20210910_2_2_b6_3_2_12_1_54,3,12,1
298542_20210910_2_2_b6_3_2_12_1_60,3,12,1
298544_20210910_2_2_b6_3_2_12_1_62,3,12,1
298545_20210910_2_2_b6_3_2_12_1_63,3,12,1
298548_20210910_2_2_b6_3_2_12_1_66,3,12,1
298550_20210910_2_2_b6_3_2_12_1_68,3,12,1
298553_20210910_2_2_b6_3_2_12_1_71,3,12,1
298557_20210910_2_2_b6_3_2_12_1_75,3,12,1
298561_20210910_2_2_b6_3_2_12_1_79,3,12,1
298564_20210910_2_2_b6_3_2_12_1_82,3,12,1
298567_20210910_2_2_b6_3_2_12_1_85,3,12,1
298568_20210910_2_2_b6_3_2_12_1_86,3,12,1
298570_20210910_2_2_b6_3_2_12_1_88,3,12,1
298571_20210910_2_2_b6_3_2_12_1_89,3,12,1
298577_20210910_2_2_b6_3_2_12_1_95,3,12,1
298579_20210910_2_2_b6_3_2_12_1_97,3,12,1
298581_20210910_2_2_b6_3_2_12_1_99,3,12,1
302095_20210913_2_1_a5_3_2_12_1_0,3,12,1
302139_20210913_2_1_a5_3_2_12_1_3,3,12,1
306800_20210913_2_2_b6_3_2_12_1_4,3,12,1
306801_20210913_2_2_b6_3_2_12_1_5,3,12,1
306803_20210913_2_2_b6_3_2_12_1_7,3,12,1
306804_20210913_2_2_b6_3_2_12_1_8,3,12,1
306805_20210913_2_2_b6_3_2_12_1_9,3,12,1
306812_20210913_2_2_b6_3_2_12_1_16,3,12,1
306818_20210913_2_2_b6_3_2_12_1_22,3,12,1
306822_20210913_2_2_b6_3_2_12_1_26,3,12,1
306827_20210913_2_2_b6_3_2_12_1_31,3,12,1
306828_20210913_2_2_b6_3_2_12_1_32,3,12,1
306830_20210913_2_2_b6_3_2_12_1_34,3,12,1
306831_20210913_2_2_b6_3_2_12_1_35,3,12,1
306834_20210913_2_2_b6_3_2_12_1_38,3,12,1
306835_20210913_2_2_b6_3_2_12_1_39,3,12,1
306836_20210913_2_2_b6_3_2_12_1_40,3,12,1
306837_20210913_2_2_b6_3_2_12_1_41,3,12,1
306840_20210913_2_2_b6_3_2_12_1_44,3,12,1
306844_20210913_2_2_b6_3_2_12_1_48,3,12,1
306848_20210913_2_2_b6_3_2_12_1_52,3,12,1
306849_20210913_2_2_b6_3_2_12_1_53,3,12,1
306855_20210913_2_2_b6_3_2_12_1_59,3,12,1
306856_20210913_2_2_b6_3_2_12_1_60,3,12,1
306857_20210913_2_2_b6_3_2_12_1_61,3,12,1
306862_20210913_2_2_b6_3_2_12_1_66,3,12,1
306863_20210913_2_2_b6_3_2_12_1_67,3,12,1
306868_20210913_2_2_b6_3_2_12_1_72,3,12,1
306869_20210913_2_2_b6_3_2_12_1_73,3,12,1
306872_20210913_2_2_b6_3_2_12_1_76,3,12,1
306874_20210913_2_2_b6_3_2_12_1_78,3,12,1
306875_20210913_2_2_b6_3_2_12_1_79,3,12,1
306877_20210913_2_2_b6_3_2_12_1_81,3,12,1
306878_20210913_2_2_b6_3_2_12_1_82,3,12,1
306880_20210913_2_2_b6_3_2_12_1_84,3,12,1
306885_20210913_2_2_b6_3_2_12_1_89,3,12,1
306888_20210913_2_2_b6_3_2_12_1_92,3,12,1
306890_20210913_2_2_b6_3_2_12_1_94,3,12,1
306899_20210913_2_2_b6_3_2_12_1_102,3,12,1
306900_20210913_2_2_b6_3_2_12_1_103,3,12,1
306904_20210913_2_2_b6_3_2_12_1_107,3,12,1
306907_20210913_2_2_b6_3_2_12_1_110,3,12,1
306911_20210913_2_2_b6_3_2_12_1_114,3,12,1
306912_20210913_2_2_b6_3_2_12_1_115,3,12,1
306913_20210913_2_2_b6_3_2_12_1_116,3,12,1
309491_20210913_2_2_b7_3_2_12_1_34,3,12,1
309498_20210913_2_2_b7_3_2_12_1_41,3,12,1
309499_20210913_2_2_b7_3_2_12_1_42,3,12,1
309503_20210913_2_2_b7_3_2_12_1_46,3,12,1
309506_20210913_2_2_b7_3_2_12_1_49,3,12,1
309511_20210913_2_2_b7_3_2_12_1_54,3,12,1
309512_20210913_2_2_b7_3_2_12_1_55,3,12,1
309520_20210913_2_2_b7_3_2_12_1_63,3,12,1
309521_20210913_2_2_b7_3_2_12_1_64,3,12,1
309522_20210913_2_2_b7_3_2_12_1_65,3,12,1
309524_20210913_2_2_b7_3_2_12_1_67,3,12,1
309528_20210913_2_2_b7_3_2_12_1_71,3,12,1
309529_20210913_2_2_b7_3_2_12_1_72,3,12,1
309544_20210913_2_2_b7_3_2_12_1_87,3,12,1
309549_20210913_2_2_b7_3_2_12_1_92,3,12,1
309551_20210913_2_2_b7_3_2_12_1_94,3,12,1
309555_20210913_2_2_b7_3_2_12_1_98,3,12,1
309558_20210913_2_2_b7_3_2_12_1_101,3,12,1
309573_20210913_2_2_b7_3_2_12_1_116,3,12,1
309576_20210913_2_2_b7_3_2_12_1_119,3,12,1
309578_20210913_2_2_b7_3_2_12_1_121,3,12,1
309580_20210913_2_2_b7_3_2_12_1_123,3,12,1
309585_20210913_2_2_b7_3_2_12_1_128,3,12,1
309589_20210913_2_2_b7_3_2_12_1_132,3,12,1
309593_20210913_2_2_b7_3_2_12_1_136,3,12,1
309594_20210913_2_2_b7_3_2_12_1_137,3,12,1
309598_20210913_2_2_b7_3_2_12_1_141,3,12,1
309599_20210913_2_2_b7_3_2_12_1_142,3,12,1
309600_20210913_2_2_b7_3_2_12_1_143,3,12,1
309601_20210913_2_2_b7_3_2_12_1_144,3,12,1
309603_20210913_2_2_b7_3_2_12_1_146,3,12,1
309608_20210913_2_2_b7_3_2_12_1_151,3,12,1
309614_20210913_2_2_b7_3_2_12_1_157,3,12,1
309617_20210913_2_2_b7_3_2_12_1_160,3,12,1
309622_20210913_2_2_b7_3_2_12_1_165,3,12,1
309625_20210913_2_2_b7_3_2_12_1_168,3,12,1
309628_20210913_2_2_b7_3_2_12_1_171,3,12,1
309630_20210913_2_2_b7_3_2_12_1_173,3,12,1
309632_20210913_2_2_b7_3_2_12_1_175,3,12,1
309633_20210913_2_2_b7_3_2_12_1_176,3,12,1
309639_20210913_2_2_b7_3_2_12_1_182,3,12,1
309640_20210913_2_2_b7_3_2_12_1_183,3,12,1
309644_20210913_2_2_b7_3_2_12_1_187,3,12,1
309651_20210913_2_2_b7_3_2_12_1_194,3,12,1
309655_20210913_2_2_b7_3_2_12_1_198,3,12,1
309656_20210913_2_2_b7_3_2_12_1_199,3,12,1
310159_20210914_2_2_b6_3_2_12_1_1,3,12,1
310160_20210914_2_2_b6_3_2_12_1_2,3,12,1
310162_20210914_2_2_b6_3_2_12_1_4,3,12,1
310163_20210914_2_2_b6_3_2_12_1_5,3,12,1
310165_20210914_2_2_b6_3_2_12_1_7,3,12,1
310166_20210914_2_2_b6_3_2_12_1_8,3,12,1
310168_20210914_2_2_b6_3_2_12_1_10,3,12,1
310172_20210914_2_2_b6_3_2_12_1_14,3,12,1
310181_20210914_2_2_b6_3_2_12_1_23,3,12,1
310184_20210914_2_2_b6_3_2_12_1_26,3,12,1
310185_20210914_2_2_b6_3_2_12_1_27,3,12,1
310186_20210914_2_2_b6_3_2_12_1_28,3,12,1
310188_20210914_2_2_b6_3_2_12_1_30,3,12,1
310190_20210914_2_2_b6_3_2_12_1_32,3,12,1
310191_20210914_2_2_b6_3_2_12_1_33,3,12,1
310194_20210914_2_2_b6_3_2_12_1_36,3,12,1
310195_20210914_2_2_b6_3_2_12_1_37,3,12,1
310197_20210914_2_2_b6_3_2_12_1_39,3,12,1
310200_20210914_2_2_b6_3_2_12_1_42,3,12,1
310204_20210914_2_2_b6_3_2_12_1_46,3,12,1
310205_20210914_2_2_b6_3_2_12_1_47,3,12,1
310206_20210914_2_2_b6_3_2_12_1_48,3,12,1
310208_20210914_2_2_b6_3_2_12_1_50,3,12,1
310223_20210914_2_2_b6_3_2_12_1_65,3,12,1
310232_20210914_2_2_b6_3_2_12_1_74,3,12,1
311456_20210915_2_2_b6_3_2_12_1_0,3,12,1
311457_20210915_2_2_b6_3_2_12_1_1,3,12,1
311458_20210915_2_2_b6_3_2_12_1_2,3,12,1
311459_20210915_2_2_b6_3_2_12_1_3,3,12,1
311461_20210915_2_2_b6_3_2_12_1_5,3,12,1
311463_20210915_2_2_b6_3_2_12_1_7,3,12,1
311466_20210915_2_2_b6_3_2_12_1_10,3,12,1
311467_20210915_2_2_b6_3_2_12_1_11,3,12,1
311468_20210915_2_2_b6_3_2_12_1_12,3,12,1
311470_20210915_2_2_b6_3_2_12_1_14,3,12,1
311473_20210915_2_2_b6_3_2_12_1_17,3,12,1
311479_20210915_2_2_b6_3_2_12_1_23,3,12,1
311483_20210915_2_2_b6_3_2_12_1_27,3,12,1
311486_20210915_2_2_b6_3_2_12_1_30,3,12,1
311487_20210915_2_2_b6_3_2_12_1_31,3,12,1
311489_20210915_2_2_b6_3_2_12_1_33,3,12,1
311494_20210915_2_2_b6_3_2_12_1_38,3,12,1
311495_20210915_2_2_b6_3_2_12_1_39,3,12,1
311500_20210915_2_2_b6_3_2_12_1_44,3,12,1
311502_20210915_2_2_b6_3_2_12_1_46,3,12,1
311505_20210915_2_2_b6_3_2_12_1_49,3,12,1
311513_20210915_2_2_b6_3_2_12_1_57,3,12,1
311525_20210915_2_2_b6_3_2_12_1_69,3,12,1
311526_20210915_2_2_b6_3_2_12_1_70,3,12,1
311532_20210915_2_2_b6_3_2_12_1_76,3,12,1
311534_20210915_2_2_b6_3_2_12_1_78,3,12,1
311537_20210915_2_2_b6_3_2_12_1_81,3,12,1
311540_20210915_2_2_b6_3_2_12_1_84,3,12,1
311541_20210915_2_2_b6_3_2_12_1_85,3,12,1
311543_20210915_2_2_b6_3_2_12_1_87,3,12,1
311556_20210915_2_2_b6_3_2_12_1_100,3,12,1
311562_20210915_2_2_b6_3_2_12_1_106,3,12,1
311563_20210915_2_2_b6_3_2_12_1_107,3,12,1
311567_20210915_2_2_b6_3_2_12_1_111,3,12,1
317719_20210914_2_2_b7_3_2_12_1_4,3,12,1
317720_20210914_2_2_b7_3_2_12_1_5,3,12,1
317722_20210914_2_2_b7_3_2_12_1_7,3,12,1
317724_20210914_2_2_b7_3_2_12_1_9,3,12,1
317731_20210914_2_2_b7_3_2_12_1_16,3,12,1
317732_20210914_2_2_b7_3_2_12_1_17,3,12,1
317738_20210914_2_2_b7_3_2_12_1_23,3,12,1
317739_20210914_2_2_b7_3_2_12_1_24,3,12,1
317745_20210914_2_2_b7_3_2_12_1_30,3,12,1
317746_20210914_2_2_b7_3_2_12_1_31,3,12,1
317751_20210914_2_2_b7_3_2_12_1_36,3,12,1
317752_20210914_2_2_b7_3_2_12_1_37,3,12,1
317757_20210914_2_2_b7_3_2_12_1_42,3,12,1
317760_20210914_2_2_b7_3_2_12_1_45,3,12,1
317761_20210914_2_2_b7_3_2_12_1_46,3,12,1
317762_20210914_2_2_b7_3_2_12_1_47,3,12,1
317766_20210914_2_2_b7_3_2_12_1_51,3,12,1
317767_20210914_2_2_b7_3_2_12_1_52,3,12,1
317776_20210914_2_2_b7_3_2_12_1_61,3,12,1
317779_20210914_2_2_b7_3_2_12_1_64,3,12,1
317781_20210914_2_2_b7_3_2_12_1_66,3,12,1
317782_20210914_2_2_b7_3_2_12_1_67,3,12,1
317783_20210914_2_2_b7_3_2_12_1_68,3,12,1
317785_20210914_2_2_b7_3_2_12_1_70,3,12,1
317789_20210914_2_2_b7_3_2_12_1_74,3,12,1
317800_20210914_2_2_b7_3_2_12_1_85,3,12,1
317804_20210914_2_2_b7_3_2_12_1_89,3,12,1
317805_20210914_2_2_b7_3_2_12_1_90,3,12,1
317807_20210914_2_2_b7_3_2_12_1_92,3,12,1
317812_20210914_2_2_b7_3_2_12_1_97,3,12,1
317820_20210914_2_2_b7_3_2_12_1_105,3,12,1
317830_20210914_2_2_b7_3_2_12_1_115,3,12,1
317831_20210914_2_2_b7_3_2_12_1_116,3,12,1
317834_20210914_2_2_b7_3_2_12_1_119,3,12,1
317842_20210914_2_2_b7_3_2_12_1_127,3,12,1
317853_20210914_2_2_b7_3_2_12_1_138,3,12,1
317854_20210914_2_2_b7_3_2_12_1_139,3,12,1
317855_20210914_2_2_b7_3_2_12_1_140,3,12,1
317857_20210914_2_2_b7_3_2_12_1_142,3,12,1
317858_20210914_2_2_b7_3_2_12_1_143,3,12,1
317864_20210914_2_2_b7_3_2_12_1_149,3,12,1
317865_20210914_2_2_b7_3_2_12_1_150,3,12,1
317869_20210914_2_2_b7_3_2_12_1_154,3,12,1
317873_20210914_2_2_b7_3_2_12_1_158,3,12,1
317874_20210914_2_2_b7_3_2_12_1_159,3,12,1
317875_20210914_2_2_b7_3_2_12_1_160,3,12,1
317878_20210914_2_2_b7_3_2_12_1_163,3,12,1
317879_20210914_2_2_b7_3_2_12_1_164,3,12,1
317881_20210914_2_2_b7_3_2_12_1_166,3,12,1
317885_20210914_2_2_b7_3_2_12_1_170,3,12,1
317895_20210914_2_2_b7_3_2_12_1_180,3,12,1
317896_20210914_2_2_b7_3_2_12_1_181,3,12,1
317897_20210914_2_2_b7_3_2_12_1_182,3,12,1
317902_20210914_2_2_b7_3_2_12_1_187,3,12,1
317903_20210914_2_2_b7_3_2_12_1_188,3,12,1
317904_20210914_2_2_b7_3_2_12_1_189,3,12,1
317905_20210914_2_2_b7_3_2_12_1_190,3,12,1
317907_20210914_2_2_b7_3_2_12_1_192,3,12,1
317908_20210914_2_2_b7_3_2_12_1_193,3,12,1
317912_20210914_2_2_b7_3_2_12_1_197,3,12,1
322652_20210916_2_2_b6_3_2_12_1_11,3,12,1
322654_20210916_2_2_b6_3_2_12_1_13,3,12,1
322662_20210916_2_2_b6_3_2_12_1_21,3,12,1
322676_20210916_2_2_b6_3_2_12_1_35,3,12,1
322677_20210916_2_2_b6_3_2_12_1_36,3,12,1
322679_20210916_2_2_b6_3_2_12_1_38,3,12,1
322684_20210916_2_2_b6_3_2_12_1_43,3,12,1
322689_20210916_2_2_b6_3_2_12_1_48,3,12,1
322690_20210916_2_2_b6_3_2_12_1_49,3,12,1
322691_20210916_2_2_b6_3_2_12_1_50,3,12,1
322698_20210916_2_2_b6_3_2_12_1_57,3,12,1
322699_20210916_2_2_b6_3_2_12_1_58,3,12,1
322700_20210916_2_2_b6_3_2_12_1_59,3,12,1
322702_20210916_2_2_b6_3_2_12_1_61,3,12,1
322705_20210916_2_2_b6_3_2_12_1_64,3,12,1
322707_20210916_2_2_b6_3_2_12_1_66,3,12,1
322708_20210916_2_2_b6_3_2_12_1_67,3,12,1
322714_20210916_2_2_b6_3_2_12_1_73,3,12,1
322724_20210916_2_2_b6_3_2_12_1_83,3,12,1
322725_20210916_2_2_b6_3_2_12_1_84,3,12,1
322729_20210916_2_2_b6_3_2_12_1_88,3,12,1
322731_20210916_2_2_b6_3_2_12_1_90,3,12,1
322733_20210916_2_2_b6_3_2_12_1_92,3,12,1
322738_20210916_2_2_b6_3_2_12_1_97,3,12,1
326761_20210915_2_2_b7_3_2_12_1_6,3,12,1
326768_20210915_2_2_b7_3_2_12_1_13,3,12,1
326774_20210915_2_2_b7_3_2_12_1_19,3,12,1
326777_20210915_2_2_b7_3_2_12_1_22,3,12,1
326782_20210915_2_2_b7_3_2_12_1_27,3,12,1
326784_20210915_2_2_b7_3_2_12_1_29,3,12,1
326789_20210915_2_2_b7_3_2_12_1_34,3,12,1
326795_20210915_2_2_b7_3_2_12_1_40,3,12,1
326805_20210915_2_2_b7_3_2_12_1_50,3,12,1
326806_20210915_2_2_b7_3_2_12_1_51,3,12,1
326810_20210915_2_2_b7_3_2_12_1_55,3,12,1
326812_20210915_2_2_b7_3_2_12_1_57,3,12,1
326814_20210915_2_2_b7_3_2_12_1_59,3,12,1
326815_20210915_2_2_b7_3_2_12_1_60,3,12,1
326822_20210915_2_2_b7_3_2_12_1_67,3,12,1
327895_20210917_2_2_b6_3_2_12_1_0,3,12,1
327897_20210917_2_2_b6_3_2_12_1_2,3,12,1
327898_20210917_2_2_b6_3_2_12_1_3,3,12,1
327900_20210917_2_2_b6_3_2_12_1_5,3,12,1
327902_20210917_2_2_b6_3_2_12_1_7,3,12,1
327905_20210917_2_2_b6_3_2_12_1_10,3,12,1
327914_20210917_2_2_b6_3_2_12_1_19,3,12,1
327916_20210917_2_2_b6_3_2_12_1_21,3,12,1
327920_20210917_2_2_b6_3_2_12_1_25,3,12,1
327922_20210917_2_2_b6_3_2_12_1_27,3,12,1
327941_20210917_2_2_b6_3_2_12_1_46,3,12,1
327942_20210917_2_2_b6_3_2_12_1_47,3,12,1
327943_20210917_2_2_b6_3_2_12_1_48,3,12,1
424650_20210903_2_1_a6_3_2_12_1_1,3,12,1
424651_20210903_2_1_a6_3_2_12_1_2,3,12,1
424652_20210903_2_1_a6_3_2_12_1_3,3,12,1
424653_20210903_2_1_a6_3_2_12_1_4,3,12,1
424656_20210903_2_1_a6_3_2_12_1_7,3,12,1
424657_20210903_2_1_a6_3_2_12_1_8,3,12,1
424659_20210903_2_1_a6_3_2_12_1_10,3,12,1
424662_20210903_2_1_a6_3_2_12_1_13,3,12,1
424667_20210906_2_1_a6_3_2_12_1_4,3,12,1
424668_20210906_2_1_a6_3_2_12_1_5,3,12,1
424675_20210906_2_1_a6_3_2_12_1_12,3,12,1
424676_20210906_2_1_a6_3_2_12_1_13,3,12,1
